Ano,Semana,Producto,Clasificacion_Producto,Responsable,Clientes_Funcionarios,Valor_Funcionario,Clientes_Externos,Valor_Externos
2020,10,APIO,Apio,Hugo_Escobar,0,1500,0,2000
2020,10,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,10,BERENJENA,Berenjena,Hugo_Escobar,0,2000,0,2700
2020,11,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,25,2800
2020,11,ACELGA_COMUN,Acelgas,Hugo_Escobar,1,1200,28,1500
2020,11,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300,21,2200
2020,11,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300,8,2200
2020,11,BROCOLI,Brasicas,Rodrigo_Gil,2,1500,30,3200
2020,11,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,2,1500,35,3200
2020,11,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,2,1800,11,3500
2020,11,CILANTRO,Cilantro,Hugo_Escobar,3,1200,52,1600
2020,11,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,2,1500,50,2900
2020,11,COLIFLOR,Brasicas,Rodrigo_Gil,1,1500,65,2800
2020,11,ESPINACA,Espinaca,Rodrigo_Gil,5,1500,121,2800
2020,11,FRESA,Fresa,Hugo_Escobar,3,2700,67,5300
2020,11,CRESPA_VERDE,Lechugas,Hugo_Escobar,1,1000,75,2000
2020,11,CRESPA_MORADA,Lechugas,Hugo_Escobar,2,1000,55,2000
2020,11,LECHUGA_LISA,Lechugas,Hugo_Escobar,2,1000,43,2000
2020,11,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1200,54,2200
2020,11,RUGULA,Lechugas,Hugo_Escobar,1,1500,48,3500
2020,11,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,1,1800,17,2500
2020,11,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,5,1250,114,2000
2020,11,PEPINO_KILO,Cucurbitaceas,Hugo_Escobar,0,0,190,3100
2020,11,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000,7,1500
2020,11,PEREJIL_LISO,Perejil,Hugo_Escobar,0,1000,8,1500
2020,11,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,4,1200,4,1500
2020,11,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,3,1200,8,1500
2020,11,REPOLLO _MORADO,Brasicas,Rodrigo_Gil,0,1800,0,2800
2020,11,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,11,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,11,ROMANESCO,Brasicas,Rodrigo_Gil,3,4000,4,6000
2020,11,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,0,1800,3,3800
2020,11,KALE,Brasicas,Rodrigo_Gil,1,2400,19,3000
2020,11,TOMATE,Tomates,Carlos_Bojaca,4,3000,123,4800
2020,11,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,5,4000,64,5000
2020,11,CHERRY_UVALINA,Tomates,Carlos_Bojaca,4,4000,85,5000
2020,11,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,9,6000
2020,11,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000,6,45000
2020,11,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1600,11,2500
2020,11,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1600,6,2700
2020,11,APIO,Apio,Hugo_Escobar,0,1500,3,2000
2020,11,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,11,BERENJENA,Berenjena,Hugo_Escobar,0,2000,0,2700
2020,12,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,0,2800
2020,12,ACELGA_COMUN,Acelgas,Hugo_Escobar,2,1200,43,1500
2020,12,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300,8,2200
2020,12,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300,12,2200
2020,12,BROCOLI,Brasicas,Rodrigo_Gil,2,1500,50,3200
2020,12,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,2.5,1500,21,3200
2020,12,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800,7,3500
2020,12,CILANTRO,Cilantro,Hugo_Escobar,7,1200,82,1600
2020,12,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,1,1500,36,2900
2020,12,COLIFLOR,Brasicas,Rodrigo_Gil,0,1500,15,2800
2020,12,ESPINACA,Espinaca,Rodrigo_Gil,4,1500,95,2800
2020,12,FRESA,Fresa,Hugo_Escobar,7,2700,42,5300
2020,12,CRESPA_VERDE,Lechugas,Hugo_Escobar,8,1000,72,2000
2020,12,CRESPA_MORADA,Lechugas,Hugo_Escobar,1,1000,26,2000
2020,12,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000,43,2000
2020,12,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1200,43,2200
2020,12,RUGULA,Lechugas,Hugo_Escobar,0,1500,47,3500
2020,12,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,1800,27,2500
2020,12,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,4,1250,138,2000
2020,12,PEPINO_KILO,Cucurbitaceas,Hugo_Escobar,0,0,113,3100
2020,12,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000,6,1500
2020,12,PEREJIL_LISO,Perejil,Hugo_Escobar,0,1000,2,1500
2020,12,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,2,1200,12,1500
2020,12,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,2,1200,43,1500
2020,12,REPOLLO_MORADO,Brasicas,Rodrigo_Gil,0,1800,0,2800
2020,12,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,12,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,12,ROMANESCO,Brasicas,Rodrigo_Gil,1,4000,6,6000
2020,12,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,5,1800,10,3800
2020,12,KALE,Brasicas,Rodrigo_Gil,0,2400,24,3000
2020,12,TOMATE,Tomates,Carlos_Bojaca,12,3000,86,4800
2020,12,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,4,4000,52,5000
2020,12,CHERRY_UVALINA,Tomates,Carlos_Bojaca,2,4000,57,5000
2020,12,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,9,6000
2020,12,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000,5,45000
2020,12,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1600,6,2500
2020,12,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1600,1,2700
2020,12,APIO,Apio,Hugo_Escobar,0,1500,0,2000
2020,12,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,12,BERENJENA,Berenjena,Hugo_Escobar,0,2000,0,2700
2020,14,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,0,2800
2020,14,ACELGA_COMUN,Acelgas,Hugo_Escobar,0,1200,10,1500
2020,14,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300,4,2200
2020,14,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300,3,2200
2020,14,BROCOLI,Brasicas,Rodrigo_Gil,0,1500,3,3200
2020,14,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,0,1500,0,3200
2020,14,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800,0,3500
2020,14,CILANTRO,Cilantro,Hugo_Escobar,0,1200,23,1600
2020,14,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,0,1500,17,4500
2020,14,COLIFLOR,Brasicas,Rodrigo_Gil,0,1500,4,2800
2020,14,ESPINACA,Espinaca,Rodrigo_Gil,0,1500,60,2800
2020,14,FRESA,Fresa,Hugo_Escobar,0,2700,33,5300
2020,14,CRESPA_VERDE,Lechugas,Hugo_Escobar,0,1000,12,2000
2020,14,CRESPA_MORADA,Lechugas,Hugo_Escobar,0,1000,9,2000
2020,14,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000,2,2000
2020,14,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1200,13,2200
2020,14,RUGULA,Lechugas,Hugo_Escobar,0,1500,6,3500
2020,14,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,1800,2,2500
2020,14,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,0,1200,24,2500
2020,14,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,0,0,3100
2020,14,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,0,0,6000
2020,14,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000,1,1500
2020,14,PEREJIL_LISO,Perejil,Hugo_Escobar,0,1000,9,1500
2020,14,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,0,1200,6,1500
2020,14,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200,10,1500
2020,14,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800,0,2800
2020,14,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,14,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,14,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000,3,6000
2020,14,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,0,1800,0,3800
2020,14,KALE,Brasicas,Rodrigo_Gil,0,2400,3,3000
2020,14,TOMATE,Tomates,Carlos_Bojaca,0,3000,18,4800
2020,14,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,0,4000,7,5000
2020,14,CHERRY_UVALINA,Tomates,Carlos_Bojaca,0,4000,12,5000
2020,14,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,4,6000
2020,14,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000,0,45000
2020,14,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1800,4,2500
2020,14,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800,2,2700
2020,14,APIO,Apio,Hugo_Escobar,0,1500,0,2000
2020,14,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
